Corpus,Threat Model,Defense Model,Acc@1 ↓,Acc@5 ↓,True Class Conf ↓,Entropy ↑,BLEU ↑,METEOR ↑,PINC ↑,BERTScore ↑,SBERT ↑
RJ,RoBERTa,Ministral,"-66.0% [-97.1%, -0.2%]","-71.3% [-86.5%, -55.9%]","-67.2% [-91.6%, -33.7%]","47.3% [6.3%, 91.3%]","-59.2% [-82.9%, -33.4%]","-77.0% [-85.6%, -66.2%]","88.7% [80.6%, 95.0%]","-48.6% [-60.2%, -37.8%]","-54.7% [-66.1%, -43.6%]"
RJ,RoBERTa,Claude-3.5,"1.2% [-44.3%, 49.8%]","-48.3% [-66.5%, -29.4%]","-7.8% [-49.7%, 38.4%]","42.3% [1.7%, 83.0%]","-70.4% [-80.5%, -60.0%]","-61.2% [-72.5%, -50.1%]","68.9% [58.2%, 79.6%]","-24.2% [-34.1%, -14.9%]","-14.3% [-22.5%, -7.0%]"
RJ,LogReg,GPT-4o,"-61.3% [-95.0%, -8.8%]","-11.7% [-33.2%, 9.2%]","-52.1% [-84.8%, -11.0%]","-14.2% [-50.8%, 23.2%]","-50.1% [-62.1%, -39.0%]","-37.6% [-49.0%, -26.4%]","46.6% [35.1%, 57.6%]","-14.5% [-22.8%, -7.1%]","-9.7% [-16.5%, -3.7%]"
RJ,LogReg,Gemma-2,"-54.4% [-79.5%, -26.8%]","-54.6% [-72.1%, -37.1%]","-42.9% [-72.6%, -6.8%]","-8.3% [-46.0%, 30.1%]","-15.4% [-27.2%, -5.8%]","-73.1% [-83.1%, -62.8%]","87.2% [79.4%, 94.0%]","-45.5% [-56.6%, -34.3%]","-48.7% [-60.0%, -37.0%]"
RJ,LogReg,Ministral,"-60.9% [-85.6%, -33.2%]","-58.8% [-75.5%, -42.0%]","-50.5% [-79.5%, -16.6%]","-4.7% [-41.0%, 35.7%]","-33.4% [-56.6%, -12.0%]","-74.4% [-84.6%, -64.7%]","86.9% [79.1%, 94.2%]","-45.4% [-56.5%, -34.3%]","-48.5% [-59.9%, -36.8%]"
RJ,LogReg,Llama-3.1,"-66.7% [-88.3%, -41.4%]","-51.4% [-69.0%, -33.5%]","-53.8% [-81.1%, -22.5%]","-9.0% [-44.0%, 30.5%]","-26.2% [-37.9%, -15.5%]","-72.8% [-82.9%, -62.3%]","87.1% [78.7%, 93.9%]","-45.4% [-56.7%, -34.2%]","-49.3% [-60.9%, -38.1%]"
RJ,LogReg,Claude-3.5,"-68.9% [-95.5%, -22.0%]","-46.9% [-64.5%, -28.1%]","-56.0% [-85.2%, -20.5%]","5.6% [-32.4%, 46.3%]","-78.8% [-87.8%, -68.3%]","-67.7% [-77.7%, -55.9%]","75.5% [65.1%, 84.8%]","-28.1% [-38.3%, -18.5%]","-16.8% [-26.1%, -8.9%]"
RJ,SVM,GPT-4o,"-46.4% [-75.6%, -15.1%]","4.4% [-19.0%, 26.4%]","-12.8% [-61.2%, 42.3%]","-3.1% [-15.9%, 10.1%]","-50.1% [-62.1%, -39.0%]","-37.6% [-49.0%, -26.4%]","46.6% [35.1%, 57.6%]","-14.5% [-22.8%, -7.1%]","-9.7% [-16.5%, -3.7%]"
RJ,SVM,Gemma-2,"-70.2% [-89.6%, -46.4%]","-53.5% [-72.0%, -34.4%]","-30.9% [-76.2%, 22.4%]","-6.0% [-19.3%, 7.4%]","-15.4% [-27.2%, -5.8%]","-73.1% [-83.1%, -62.8%]","87.2% [79.4%, 94.0%]","-45.5% [-56.6%, -34.3%]","-48.7% [-60.0%, -37.0%]"
RJ,SVM,Ministral,"-70.2% [-89.6%, -46.4%]","-60.1% [-77.6%, -41.0%]","-36.5% [-79.8%, 16.1%]","-3.4% [-16.7%, 9.9%]","-33.4% [-56.6%, -12.0%]","-74.4% [-84.6%, -64.7%]","86.9% [79.1%, 94.2%]","-45.4% [-56.5%, -34.3%]","-48.5% [-59.9%, -36.8%]"
RJ,SVM,Llama-3.1,"-66.7% [-88.3%, -41.4%]","-45.3% [-63.2%, -23.8%]","-29.4% [-72.1%, 23.0%]","-4.6% [-17.8%, 8.0%]","-26.2% [-37.9%, -15.5%]","-72.8% [-82.9%, -62.3%]","87.1% [78.7%, 93.9%]","-45.4% [-56.7%, -34.2%]","-49.3% [-60.9%, -38.1%]"
RJ,SVM,Claude-3.5,"-58.0% [-81.9%, -29.6%]","-30.0% [-53.3%, -8.3%]","-30.1% [-75.2%, 20.5%]","7.4% [-4.8%, 17.9%]","-78.8% [-87.8%, -68.3%]","-67.7% [-77.7%, -55.9%]","75.5% [65.1%, 84.8%]","-28.1% [-38.3%, -18.5%]","-16.8% [-26.1%, -8.9%]"
RJ,RoBERTa,GPT-4o,"-13.8% [-57.3%, 30.6%]","-25.4% [-45.2%, -4.9%]","-12.9% [-55.7%, 31.9%]","10.4% [-27.9%, 50.5%]","-50.1% [-62.1%, -39.0%]","-37.6% [-49.0%, -26.4%]","46.6% [35.1%, 57.6%]","-14.5% [-22.8%, -7.1%]","-9.7% [-16.5%, -3.7%]"
RJ,RoBERTa,Gemma-2,"-74.2% [-98.9%, -12.9%]","-67.8% [-83.0%, -51.7%]","-67.3% [-93.3%, -37.0%]","13.1% [-24.9%, 53.9%]","-15.4% [-27.2%, -5.8%]","-73.1% [-83.1%, -62.8%]","87.2% [79.4%, 94.0%]","-45.5% [-56.6%, -34.3%]","-48.7% [-60.0%, -37.0%]"
RJ,RoBERTa,Ministral,"-62.3% [-95.4%, -4.9%]","-66.3% [-81.4%, -50.1%]","-61.4% [-89.2%, -27.2%]","13.8% [-24.9%, 54.2%]","-33.4% [-56.6%, -12.0%]","-74.4% [-84.6%, -64.7%]","86.9% [79.1%, 94.2%]","-45.4% [-56.5%, -34.3%]","-48.5% [-59.9%, -36.8%]"
RJ,RoBERTa,Llama-3.1,"-66.0% [-97.1%, -0.2%]","-71.3% [-86.5%, -55.9%]","-61.3% [-87.6%, -25.5%]","11.2% [-27.9%, 49.1%]","-26.2% [-37.9%, -15.5%]","-72.8% [-82.9%, -62.3%]","87.1% [78.7%, 93.9%]","-45.4% [-56.7%, -34.2%]","-49.3% [-60.9%, -38.1%]"
RJ,RoBERTa,Claude-3.5,"1.2% [-44.3%, 49.8%]","-54.6% [-72.1%, -37.1%]","-9.0% [-53.1%, 34.1%]","56.2% [14.2%, 97.2%]","-78.8% [-87.8%, -68.3%]","-67.7% [-77.7%, -55.9%]","75.5% [65.1%, 84.8%]","-28.1% [-38.3%, -18.5%]","-16.8% [-26.1%, -8.9%]"
