Corpus,Threat Model,Defense Model,Acc@1 ↓,Acc@5 ↓,True Class Conf ↓,Entropy ↑,BLEU ↑,METEOR ↑,PINC ↑,BERTScore ↑,SBERT ↑
EBG,RoBERTa,Llama-3.1,"-94.9% [-99.9%, -81.2%]","-84.7% [-92.4%, -75.9%]","-94.8% [-99.4%, -86.8%]","36.7% [20.6%, 42.6%]","-14.4% [-31.6%, -2.6%]","-76.0% [-85.4%, -66.2%]","88.5% [80.5%, 94.9%]","-49.7% [-60.8%, -38.1%]","-86.5% [-94.3%, -78.3%]"
EBG,RoBERTa,Gemma-2,"-94.9% [-99.9%, -81.2%]","-86.2% [-93.7%, -77.6%]","-94.8% [-99.5%, -87.3%]","36.7% [20.6%, 42.6%]","-36.5% [-57.6%, -17.3%]","-75.7% [-85.1%, -65.7%]","88.4% [80.7%, 94.9%]","-49.5% [-60.8%, -38.1%]","-86.5% [-93.2%, -78.0%]"
EBG,RoBERTa,GPT-4o,"-31.7% [-45.2%, -19.1%]","-21.1% [-32.2%, -10.8%]","-32.5% [-46.3%, -19.0%]","36.7% [20.6%, 42.6%]","-37.0% [-48.5%, -25.8%]","-27.9% [-38.8%, -18.3%]","38.7% [27.3%, 49.7%]","-13.9% [-22.2%, -6.4%]","-6.6% [-12.8%, -2.0%]"
EBG,RoBERTa,Ministral,"-94.9% [-99.9%, -81.2%]","-85.5% [-93.9%, -76.5%]","-94.2% [-99.2%, -85.5%]","36.7% [20.6%, 42.6%]","-32.2% [-56.9%, -9.6%]","-81.7% [-90.0%, -72.5%]","91.1% [84.0%, 97.0%]","-52.5% [-63.2%, -40.9%]","-87.1% [-94.2%, -79.5%]"
EBG,RoBERTa,Claude-3.5,"-37.8% [-50.7%, -24.9%]","-24.2% [-35.4%, -13.0%]","-39.0% [-52.8%, -25.7%]","36.7% [20.6%, 42.6%]","-70.9% [-81.3%, -59.6%]","-58.3% [-69.9%, -47.3%]","62.2% [51.0%, 72.6%]","-24.5% [-34.6%, -14.9%]","-9.6% [-16.6%, -3.7%]"
EBG,LogReg,Gemma-2,"-92.7% [-99.6%, -74.8%]","-83.5% [-91.8%, -74.1%]","-87.3% [-97.5%, -72.3%]","-63.5% [-67.9%, -62.0%]","-10.5% [-20.5%, -2.9%]","-75.5% [-85.1%, -65.8%]","88.2% [80.2%, 94.8%]","-49.5% [-60.3%, -37.2%]","-86.3% [-93.4%, -77.6%]"
EBG,LogReg,GPT-4o,"-29.6% [-47.1%, -11.9%]","-16.6% [-29.1%, -5.3%]","-12.8% [-38.0%, 14.0%]","-63.5% [-67.9%, -62.0%]","-51.7% [-64.3%, -40.6%]","-36.8% [-48.0%, -25.6%]","46.2% [35.4%, 57.6%]","-16.7% [-25.3%, -8.4%]","-7.9% [-14.8%, -2.4%]"
EBG,LogReg,Llama-3.1,"-92.7% [-99.6%, -78.4%]","-84.3% [-93.1%, -75.3%]","-86.8% [-96.9%, -71.4%]","-63.5% [-67.9%, -62.0%]","-20.4% [-30.5%, -10.8%]","-75.9% [-85.7%, -66.2%]","88.5% [80.9%, 95.0%]","-49.5% [-60.4%, -38.2%]","-86.8% [-93.8%, -79.1%]"
EBG,LogReg,Claude-3.5,"-53.0% [-69.4%, -37.7%]","-35.1% [-48.8%, -22.2%]","-46.6% [-69.0%, -24.8%]","-63.5% [-67.9%, -62.0%]","-80.2% [-90.3%, -68.7%]","-61.5% [-72.9%, -51.1%]","68.3% [56.8%, 77.9%]","-26.0% [-35.6%, -16.2%]","-10.3% [-17.4%, -4.1%]"
EBG,LogReg,Ministral,"-92.0% [-99.6%, -73.7%]","-83.7% [-92.6%, -74.4%]","-86.5% [-97.1%, -71.7%]","-63.5% [-67.9%, -62.0%]","-18.2% [-34.5%, -5.2%]","-77.3% [-86.8%, -67.2%]","88.7% [81.1%, 95.1%]","-50.4% [-66.7%, -33.6%]","-86.5% [-93.8%, -78.5%]"
EBG,SVM,Gemma-2,"-94.0% [-99.9%, -77.8%]","-89.9% [-96.6%, -82.4%]","-78.1% [-95.7%, -50.6%]","-77.6% [-80.2%, -76.6%]","-10.5% [-20.5%, -2.9%]","-75.5% [-85.1%, -65.8%]","88.2% [80.2%, 94.8%]","-49.5% [-60.3%, -37.2%]","-86.3% [-93.4%, -77.6%]"
EBG,SVM,GPT-4o,"-25.5% [-41.9%, -10.1%]","-17.6% [-29.9%, -6.9%]","-15.1% [-49.8%, 23.9%]","-77.6% [-80.2%, -76.6%]","-51.7% [-64.3%, -40.6%]","-36.8% [-48.0%, -25.6%]","46.2% [35.4%, 57.6%]","-16.7% [-25.3%, -8.4%]","-7.9% [-14.8%, -2.4%]"
EBG,SVM,Llama-3.1,"-94.0% [-99.9%, -77.8%]","-90.8% [-97.2%, -82.7%]","-78.6% [-95.7%, -55.7%]","-77.6% [-80.2%, -76.6%]","-20.4% [-30.5%, -10.8%]","-75.9% [-85.7%, -66.2%]","88.5% [80.9%, 95.0%]","-49.5% [-60.4%, -38.2%]","-86.8% [-93.8%, -79.1%]"
EBG,SVM,Claude-3.5,"-64.0% [-77.2%, -50.2%]","-40.5% [-54.1%, -28.8%]","-42.4% [-72.8%, -9.3%]","-77.6% [-80.2%, -76.6%]","-80.2% [-90.3%, -68.7%]","-61.5% [-72.9%, -51.1%]","68.3% [56.8%, 77.9%]","-26.0% [-35.6%, -16.2%]","-10.3% [-17.4%, -4.1%]"
EBG,SVM,Ministral,"-93.4% [-99.6%, -80.3%]","-88.1% [-95.7%, -79.7%]","-76.6% [-94.8%, -49.3%]","-77.6% [-80.2%, -76.6%]","-18.2% [-34.5%, -5.2%]","-77.3% [-86.8%, -67.2%]","88.7% [81.1%, 95.1%]","-50.4% [-66.7%, -33.6%]","-86.5% [-93.8%, -78.5%]"
EBG,RoBERTa,Gemma-2,"-94.9% [-99.9%, -81.2%]","-86.2% [-93.7%, -77.6%]","-94.8% [-99.3%, -87.2%]","36.7% [20.6%, 42.6%]","-10.5% [-20.5%, -2.9%]","-75.5% [-85.1%, -65.8%]","88.2% [80.2%, 94.8%]","-49.5% [-60.3%, -37.2%]","-86.3% [-93.4%, -77.6%]"
EBG,RoBERTa,GPT-4o,"-33.2% [-46.1%, -20.1%]","-22.3% [-33.8%, -12.0%]","-34.6% [-48.2%, -20.7%]","36.7% [20.6%, 42.6%]","-51.7% [-64.3%, -40.6%]","-36.8% [-48.0%, -25.6%]","46.2% [35.4%, 57.6%]","-16.7% [-25.3%, -8.4%]","-7.9% [-14.8%, -2.4%]"
EBG,RoBERTa,Llama-3.1,"-94.9% [-99.9%, -81.2%]","-85.0% [-93.1%, -75.9%]","-94.6% [-99.4%, -85.7%]","36.7% [20.6%, 42.6%]","-20.4% [-30.5%, -10.8%]","-75.9% [-85.7%, -66.2%]","88.5% [80.9%, 95.0%]","-49.5% [-60.4%, -38.2%]","-86.8% [-93.8%, -79.1%]"
EBG,RoBERTa,Claude-3.5,"-40.2% [-53.9%, -27.1%]","-24.4% [-35.8%, -13.6%]","-39.9% [-53.6%, -26.1%]","36.7% [20.6%, 42.6%]","-80.2% [-90.3%, -68.7%]","-61.5% [-72.9%, -51.1%]","68.3% [56.8%, 77.9%]","-26.0% [-35.6%, -16.2%]","-10.3% [-17.4%, -4.1%]"
EBG,RoBERTa,Ministral,"-94.9% [-99.9%, -81.2%]","-85.1% [-93.2%, -76.6%]","-94.6% [-99.1%, -86.7%]","36.7% [20.6%, 42.6%]","-18.2% [-34.5%, -5.2%]","-77.3% [-86.8%, -67.2%]","88.7% [81.1%, 95.1%]","-50.4% [-66.7%, -33.6%]","-86.5% [-93.8%, -78.5%]"
